time	pressure1	temp1	pressure2	temp2	accx	accy	accz	gyx	gyy	gyz	magx	magy	magz	hgax	hgay	hgaz	time_seconds	time_minutes	rolling_variance1	rolling_variance2
594357	1031.7	22.74	1028.7	21.36	-9.341	-6.0765	-1.1564	-22.3	-58.1	78.5	117.9	336.3	114.9	3.83	4.31	22.98	537.64	8.960666666666667	21.380408163357465	51.571057142668145
594377	1014.2	22.74	999.5	21.36	-7.9978	-3.966	-2.654	-40.7	-39.1	80.3	139.5	324.3	121.5	-0.96	7.18	37.35	537.66	8.961	22.88897959192107	52.86775510185436
594397	1000.2	22.74	997.5	21.36	-7.768	-3.5231	-2.4157	-51.4	-26.4	69.5	129.9	319.5	114.9	-0.48	4.79	30.65	537.6800000000001	8.961333333333334	23.28311836743296	53.46622448961167
594417	1008.3	22.74	997.4	21.36	-8.6454	-2.8431	-3.0334	-65.6	-10.5	50.1	132.3	302.7	112.5	-2.87	12.45	20.11	537.7	8.961666666666668	23.389489796001055	54.014710203899476
594437	1006.9	22.74	994.8	21.36	-9.1207	-2.7402	-3.0753	-86.4	5.8	33.0	151.5	288.3	117.9	-3.83	8.14	16.28	537.72	8.962	23.338616326610815	54.006873469207136
594457	1005.0	22.74	994.3	21.36	-9.1985	-2.7689	-2.9496	-105.1	23.7	19.6	139.5	276.3	122.1	-5.27	4.31	31.12	537.74	8.962333333333333	23.205000000078755	53.799873469208755
594477	1003.9	22.74	993.7	21.36	-8.5006	-2.563	-3.0011	-117.7	41.2	9.5	125.1	269.1	118.5	-0.48	4.79	29.69	537.76	8.962666666666667	23.184636734772443	53.62273061206717
594497	1004.1	22.74	993.0	21.36	-7.5848	-2.0722	-3.1579	-132.9	58.4	5.9	129.9	249.9	129.9	-0.48	4.79	24.42	537.78	8.963	23.173061224568226	53.228799999823615
594517	1002.6	22.74	992.4	21.36	-6.5924	-1.6388	-3.6069	-153.3	74.7	5.6	132.3	261.9	128.7	4.79	4.79	22.98	537.8	8.963333333333333	22.79820816334221	52.20140408145811
594537	1003.0	22.74	992.6	21.36	-5.7317	-1.1887	-3.857	-175.6	89.6	5.1	115.5	235.5	128.1	-0.48	3.35	27.29	537.82	8.963666666666667	22.501648979673256	52.15734285696875
594557	1002.3	22.74	990.4	21.36	-5.1571	-0.4812	-4.0701	-196.1	103.3	0.6	96.3	221.1	131.1	6.7	6.22	23.46	537.84	8.964	22.680526530695303	51.910648979418234
594577	1001.4	22.74	990.4	21.36	-4.9021	0.158	-4.0773	-213.7	116.1	-6.5	105.9	192.3	128.7	2.39	8.14	27.29	537.86	8.964333333333334	22.89799591845158	51.78065714268386
594597	1000.8	22.74	989.8	21.36	-4.4771	1.148	-4.5107	-225.7	127.4	-15.9	105.9	168.3	139.5	5.27	7.18	18.2	537.88	8.964666666666666	23.2865959184548	51.62010204064335
594617	1002.0	22.74	989.5	21.36	-4.191	1.6304	-5.1499	-229.3	137.8	-27.1	84.3	158.7	132.9	4.31	3.83	26.82	537.9	8.965	23.458367347028968	51.50914693860274
594637	1002.5	22.74	989.8	21.36	-3.9504	1.7142	-5.545	-227.0	147.1	-40.8	62.7	120.3	143.7	1.44	-3.83	27.29	537.92	8.965333333333332	23.589322449071478	51.33038367329695
594657	1002.3	22.74	990.5	21.36	-3.6847	1.9525	-5.7688	-217.5	155.5	-57.0	50.7	127.5	144.9	5.27	-5.27	29.69	537.94	8.965666666666667	23.698383673563896	51.11364897941987
594677	1001.8	22.74	991.1	21.36	-3.7098	1.9417	-5.8813	-200.9	163.3	-74.2	43.5	84.3	145.5	2.87	2.39	29.21	537.96	8.966000000000001	23.879693877648073	50.86571836717555
594697	1001.8	22.75	991.1	21.36	-3.7625	2.126	-5.9077	-177.4	170.8	-92.8	14.7	72.3	133.5	2.39	-0.48	28.73	537.98	8.966333333333333	24.048587755201638	50.61346938758431
594717	1002.5	22.75	990.1	21.36	-3.5638	2.3475	-6.2117	-147.5	177.7	-113.2	-14.1	55.5	140.1	-0.48	5.75	24.9	538.0	8.966666666666667	24.096734693977545	49.992755101870955
594737	1002.7	22.75	989.9	21.36	-3.3435	2.7545	-6.7313	-111.2	183.9	-133.0	-18.9	43.5	137.7	4.31	1.44	23.46	538.02	8.967	24.069636734793672	49.43462857125951
594757	1004.4	22.75	990.2	21.36	-2.6085	3.1256	-7.5525	-68.4	189.1	-151.0	-30.9	55.5	141.9	-3.35	-1.44	15.8	538.04	8.967333333333332	23.975302040914947	49.41263673452487
594777	1003.9	22.75	991.0	21.36	-2.1225	3.2609	-8.0565	-43.5	191.5	-158.2	-45.3	60.3	142.5	3.35	-0.48	18.2	538.0600000000001	8.967666666666668	23.978775510302768	48.944036734525746
594797	1005.4	22.75	991.2	21.36	-1.3755	3.6703	-8.9639	11.6	195.6	-165.0	-64.5	48.3	147.9	3.83	-0.48	19.63	538.08	8.968	23.955412244995465	48.694044897791635
594817	1005.2	22.75	991.1	21.36	-0.7482	3.6284	-9.7013	69.6	198.1	-162.8	-69.3	62.7	150.3	1.44	-0.48	29.69	538.1	8.968333333333334	23.8533224490754	48.324444897792375
594837	1005.9	22.75	991.5	21.36	-0.5602	3.3794	-9.7671	121.2	198.7	-153.1	-98.1	79.5	147.9	1.44	-0.96	11.97	538.12	8.968666666666667	23.832555102135046	47.93941224473198
594857	1006.1	22.75	990.9	21.36	-0.1185	3.4249	-9.912	153.8	197.2	-134.5	-110.1	89.1	140.1	1.44	-2.87	18.2	538.14	8.969	23.821228571521164	47.57328979575308
