time,pressure1,temp1,pressure2,temp2,accx,accy,accz,gyx,gyy,gyz,magx,magy,magz,hgax,hgay,hgaz,time_seconds,time_minutes
359260,1016.7,13.01,1019.5,12.92,-4.9069,6.1782,-7.0102,-58.0,-175.8,249.8,151.5,242.7,143.7,6.7,6.22,8.14,0.14,0.0023333333333333335
359280,1013.3,13.01,1021.3,12.92,-6.3889,6.5972,-8.2205,33.1,-157.2,249.8,163.5,201.9,138.9,8.62,-0.48,21.55,0.16,0.0026666666666666666
359300,1007.8,13.01,1022.0,12.92,-5.9675,6.371,-9.8533,115.8,-132.9,249.8,168.3,192.3,135.3,2.39,6.7,15.32,0.18,0.003
359320,1006.7,13.01,1024.2,12.92,-6.0382,6.0046,-10.0041,184.1,-105.1,249.8,165.9,170.7,132.3,10.06,1.92,29.21,0.2,0.0033333333333333335
359340,1010.6,13.01,1023.9,12.92,-6.5888,5.9089,-9.9347,218.3,-77.9,249.8,151.5,161.1,139.5,6.7,-7.18,12.45,0.22,0.0036666666666666666
359360,1010.6,13.0,1023.9,12.91,-7.4843,6.2141,-8.7771,233.8,-49.6,249.8,158.7,151.5,134.1,-0.96,9.58,13.89,0.24,0.004
359380,1008.0,13.0,1021.3,12.91,-9.2667,6.3279,-8.0493,249.8,-21.7,249.8,156.3,141.9,136.5,7.18,11.01,0.0,0.26,0.004333333333333333
359400,1003.5,13.0,1020.5,12.91,-9.3158,5.7808,-7.0066,249.6,4.8,249.8,122.7,149.1,142.5,2.87,13.41,11.01,0.28,0.004666666666666667
359420,1001.4,13.0,1022.9,12.91,-7.0234,4.6639,-6.0262,249.8,28.5,249.8,98.7,170.7,145.5,0.96,-5.75,6.22,0.3,0.005
359440,1000.9,13.0,1024.3,12.91,-4.5202,3.9792,-5.8502,249.8,44.3,249.8,98.7,165.9,155.7,1.92,-6.22,13.41,0.32,0.005333333333333333
359460,1003.0,13.0,1026.9,12.91,-3.383,3.1508,-6.8438,249.4,54.3,248.9,69.9,192.3,159.3,3.83,-0.48,0.0,0.34,0.005666666666666667
359480,999.7,13.0,1023.1,12.91,-3.3423,3.0287,-7.404,220.4,66.3,236.2,65.1,204.3,161.7,-5.27,-4.31,22.98,0.36,0.006
359500,1006.2,13.0,1023.2,12.91,-4.2425,2.4181,-8.3342,205.7,79.4,230.6,55.5,235.5,160.5,5.27,9.1,22.51,0.38,0.006333333333333333
359520,1006.8,13.0,1022.4,12.91,-3.231,0.9206,-7.7931,208.9,91.3,226.6,48.3,245.1,162.9,-1.92,-8.62,8.62,0.4,0.006666666666666667
359540,1007.3,13.0,1024.3,12.91,-0.6656,-2.3355,-7.774,204.6,100.3,192.9,21.9,269.1,167.1,-2.87,-12.93,12.93,0.42,0.007
359560,1011.0,13.0,1025.5,12.91,0.3089,-6.2417,-7.8482,203.8,108.0,164.2,12.3,305.1,175.5,-12.93,-3.83,24.9,0.44,0.007333333333333333
359580,1011.7,13.0,1023.6,12.91,0.6943,-5.8778,-7.8961,209.6,112.3,159.1,-4.5,324.3,168.9,-14.84,-1.92,27.77,0.46,0.007666666666666667
359600,1010.2,13.0,1023.2,12.91,0.7494,-7.003,-5.2433,248.1,125.1,141.2,-9.3,338.7,170.1,-8.14,-1.92,13.89,0.48,0.008
359620,1008.7,13.0,1021.7,12.91,1.9201,-5.0972,-4.7154,249.6,131.2,137.2,-23.7,386.7,173.7,-6.22,-3.83,24.42,0.5,0.008333333333333333
359640,1005.1,13.0,1020.7,12.91,3.3375,-5.0003,-4.6914,249.8,129.5,108.9,-40.5,425.1,165.9,-6.22,-4.79,15.32,0.52,0.008666666666666666
359660,1006.7,13.0,1020.4,12.91,3.468,-6.1543,-5.9568,249.8,126.9,67.7,-47.7,468.3,171.3,-10.53,-13.89,20.59,0.54,0.009000000000000001
359680,1006.2,13.0,1021.0,12.91,3.2094,-8.813,-7.3717,249.8,123.5,33.2,-59.7,492.3,165.3,-12.93,-2.87,11.97,0.56,0.009333333333333334
359700,1005.5,13.0,1024.2,12.91,2.3044,-11.3269,-8.1032,249.8,119.2,17.8,-66.9,533.1,161.1,-15.8,-0.48,22.98,0.58,0.009666666666666665
