time	pressure1	temp1	pressure2	temp2	accx	accy	accz	gyx	gyy	gyz	magx	magy	magz	hgax	hgay	hgaz	time_seconds	time_minutes	rolling_variance1	rolling_variance2
946810	990.3	13.5	1008.7	13.1	-4.4376	5.9843	-1.6735	114.4	-249.8	75.3	221.1	408.3	46.5	5.75	-1.44	11.49	914.4200000000001	15.240333333333334	62.87113877550436	75.39535102038155
946830	990.4	13.5	987.0	13.1	-5.5509	1.5251	1.47	81.1	-249.8	15.1	153.9	389.1	21.9	-4.31	1.92	22.03	914.44	15.240666666666668	62.99290204081093	76.49112244895424
946850	992.7	13.5	998.4	13.1	-4.6172	1.3719	5.8801	56.3	-249.8	-1.3	48.3	367.5	-3.9	4.79	-0.48	28.73	914.46	15.241000000000001	62.68171836734236	76.6632693877288
946870	994.2	13.5	994.2	13.1	-2.654	1.4641	8.5664	39.1	-249.8	-1.8	-28.5	343.5	-3.9	-4.31	0.48	32.56	914.48	15.241333333333333	62.72145306121969	76.33266938772793
946890	995.3	13.5	995.0	13.1	0.0838	0.7697	9.8569	27.5	-249.8	9.6	-131.7	355.5	-2.7	3.35	-18.2	32.08	914.5	15.241666666666667	62.84785714285178	76.2591836734418
946910	993.1	13.5	996.0	13.1	11.6609	-8.4563	14.2239	-35.0	-249.8	57.9	-203.7	350.7	11.1	-8.62	-32.08	49.8	914.52	15.241999999999999	62.82107755101522	76.04817959180808
946930	991.1	13.5	998.1	13.1	16.5343	-2.6336	9.2667	-9.4	-249.8	249.8	-273.3	367.5	30.3	-0.48	-0.96	25.38	914.54	15.242333333333333	62.874955102035884	75.97632653058197
946950	984.6	13.5	988.3	13.1	8.8154	0.0563	4.7357	131.3	-249.8	247.9	-306.9	432.3	53.7	-28.73	-9.1	23.46	914.5600000000001	15.242666666666668	64.21346938775187	77.01797551017546
946970	995.8	13.5	1008.8	13.1	23.5984	-29.1637	-6.1639	199.7	-249.8	75.8	-333.3	458.7	82.5	-1.44	3.83	26.34	914.58	15.243	64.412167346935	80.4347795918038
946990	991.0	13.5	993.0	13.1	3.2094	3.6092	0.0156	136.0	-249.8	-172.1	-297.3	475.5	114.9	-1.92	0.0	17.24	914.6	15.243333333333334	64.18956734693607	80.59236326527434
947010	991.0	13.5	992.0	13.1	3.1232	0.5602	-2.9449	48.4	-249.8	-246.2	-234.9	456.3	136.5	-4.31	4.31	7.66	914.62	15.243666666666666	64.23732244897725	80.74128979588693
947030	991.7	13.5	991.5	13.1	0.4573	1.1851	-4.2138	-73.7	-249.8	-249.4	-150.9	446.7	162.3	-1.92	-0.48	21.55	914.64	15.244	64.10875102040546	80.58573061221324
947050	991.7	13.5	990.9	13.1	-2.0171	0.9637	-3.8223	-182.9	-249.8	-203.3	-45.3	432.3	161.7	3.35	0.96	30.17	914.66	15.244333333333334	64.04459183673177	80.66357551017254
947070	991.5	13.5	990.0	13.1	-3.2022	0.8823	-2.2458	-249.8	-249.8	-103.6	84.3	408.3	156.9	6.7	-6.7	12.45	914.6800000000001	15.244666666666667	63.9201183673437	80.95786122445868
