time,pressure1,temp1,pressure2,temp2,accx,accy,accz,gyx,gyy,gyz,magx,magy,magz,hgax,hgay,hgaz,time_seconds,time_minutes
603157,1006.8,22.47,989.1,21.34,7.5788,-0.5602,-8.2037,-248.7,-128.8,-10.6,-225.3,350.7,144.3,-0.48,-2.39,21.55,0.02,0.0003333333333333333
603177,1004.9,22.47,985.7,21.34,4.6807,-0.0455,-7.2796,-249.8,-147.9,-21.0,-215.7,309.9,149.1,0.48,-1.92,26.82,0.04,0.0006666666666666666
603197,1001.6,22.47,985.6,21.34,1.7705,-1.33,-5.7293,-249.8,-152.9,25.0,-194.1,266.7,152.7,0.48,3.35,15.32,0.06,0.001
603217,1001.9,22.47,987.1,21.34,-1.4305,-3.0526,-9.2715,-249.8,-148.1,80.4,-172.5,240.3,150.3,2.39,-0.48,2.87,0.08,0.0013333333333333333
603237,1001.0,22.47,989.4,21.34,-6.3722,-0.8284,-15.0475,-246.0,-128.7,123.5,-165.3,201.9,149.1,-1.92,1.44,11.97,0.1,0.0016666666666666668
603257,1000.6,22.47,989.3,21.34,-4.9033,-0.7709,-13.7738,-219.5,-107.3,153.1,-138.9,189.9,157.5,1.92,6.22,9.58,0.12,0.002
603277,1004.2,22.47,987.4,21.34,-4.7692,-0.0539,-17.1915,-148.1,-109.2,168.3,-122.1,149.1,153.9,5.75,4.79,15.8,0.14,0.0023333333333333335
603297,1000.0,22.47,988.0,21.34,-3.6033,0.8428,-11.9363,-97.6,-106.8,183.8,-117.3,137.1,147.9,3.83,3.83,16.28,0.16,0.0026666666666666666
603317,1003.8,22.47,990.0,21.34,-2.375,0.5399,-11.0241,-64.8,-92.7,206.9,-93.3,122.7,155.1,4.31,3.83,19.15,0.18,0.003
603337,1002.4,22.47,991.5,21.34,-0.2765,0.2418,-10.5213,-38.8,-84.2,221.4,-74.1,115.5,155.7,-0.48,-2.39,22.51,0.2,0.0033333333333333335
603357,1003.1,22.47,988.6,21.34,0.5459,-0.0479,-10.7068,-11.2,-82.8,211.7,-86.1,127.5,143.1,-0.48,2.39,26.82,0.22,0.0036666666666666666
603377,1001.5,22.47,990.1,21.34,-0.3316,0.3244,-10.0065,26.2,-84.7,175.2,-83.7,110.7,155.1,3.83,-0.48,19.15,0.24,0.004
603397,1001.5,22.47,989.0,21.34,-1.8076,2.6073,-11.303,69.7,-86.7,136.7,-57.3,113.1,152.7,11.49,54.59,-4.79,0.26,0.004333333333333333
603437,997.0,22.47,987.0,21.34,0.6716,-0.9912,-3.3662,148.1,-247.6,-245.3,72.3,192.3,146.7,2.39,-0.48,31.6,0.3,0.005
603457,998.1,22.47,986.3,21.34,-0.1377,-1.0499,-3.9971,-30.0,-249.8,-249.8,129.9,228.3,131.7,4.31,0.96,32.56,0.32,0.005333333333333333
603477,1000.8,22.47,986.6,21.34,-2.3284,-1.5658,-3.4907,-181.8,-249.8,-249.7,158.7,247.5,108.3,1.44,4.79,26.82,0.34,0.005666666666666667
603497,1001.6,22.47,986.2,21.34,-3.7637,-2.8263,-2.575,-249.8,-249.8,-249.8,189.9,271.5,95.1,-2.87,-0.48,22.51,0.36,0.006
603517,1001.1,22.47,985.4,21.34,-5.029,-3.6511,-1.2677,-249.4,-249.8,-198.3,173.1,295.5,66.3,-2.39,3.83,35.91,0.38,0.006333333333333333
