time,pressure1,temp1,pressure2,temp2,accx,accy,accz,gyx,gyy,gyz,magx,magy,magz,hgax,hgay,hgaz,time_seconds,time_minutes
649126,1007.6,18.58,1001.6,19.74,1.8423,5.1822,-7.2999,60.6,249.8,159.4,-30.9,-244.5,83.1,3.83,-2.87,-10.06,0.04,0.0006666666666666666
649146,1003.0,18.58,996.8,19.74,2.5055,4.7932,-4.8806,21.9,249.8,173.2,-107.7,-227.7,82.5,1.92,-7.66,4.31,0.06,0.001
649166,1003.7,18.58,993.5,19.74,3.2094,4.5873,-3.4369,-40.3,249.8,167.6,-230.1,-237.3,58.5,-0.48,-1.92,5.27,0.08,0.0013333333333333333
649186,1003.8,18.58,993.2,19.74,3.7625,4.5753,-2.2051,-69.9,249.8,149.5,-287.7,-218.1,48.3,4.31,-11.97,0.0,0.1,0.0016666666666666668
649206,1007.1,18.58,992.0,19.74,4.5693,4.5514,-0.9122,-95.1,249.8,134.5,-309.3,-220.5,27.9,2.87,-7.66,4.31,0.12,0.002
649226,1004.2,18.58,990.2,19.74,5.1236,3.9732,1.3372,-125.9,249.8,127.2,-340.5,-215.7,18.9,0.96,-8.62,-3.83,0.14,0.0023333333333333335
649246,1002.1,18.58,991.9,19.74,5.1691,3.3686,2.5067,-169.4,249.8,123.1,-342.9,-203.7,-6.3,-3.35,2.87,-4.79,0.16,0.0026666666666666666
649266,1000.8,18.58,990.8,19.74,4.5226,2.1512,4.1276,-216.2,249.8,108.1,-314.1,-198.9,-20.7,-1.44,-8.14,2.87,0.18,0.003
649286,999.1,18.58,988.7,19.74,3.4572,1.5203,5.4899,-249.8,249.8,77.0,-282.9,-167.7,-42.9,-2.87,-1.92,19.63,0.2,0.0033333333333333335
649306,996.7,18.58,987.9,19.74,1.5862,1.2617,6.4308,-249.5,249.8,22.0,-232.5,-150.9,-51.3,1.92,-3.35,5.75,0.22,0.0036666666666666666
649326,994.6,18.58,987.6,19.74,0.2526,1.1636,6.9324,-249.8,249.8,-51.7,-162.9,-102.9,-62.1,-3.83,-1.92,5.75,0.24,0.004
649346,993.9,18.58,987.3,19.74,-1.6029,1.646,7.738,-249.8,249.8,-122.9,-71.7,-78.9,-66.3,3.83,-0.48,0.0,0.26,0.004333333333333333
649366,994.4,18.58,987.2,19.74,-4.0306,1.6304,7.6483,-248.7,249.8,-172.8,-11.7,-35.7,-65.7,2.39,15.32,10.06,0.28,0.004666666666666667
