time	pressure1	temp1	pressure2	temp2	accx	accy	accz	gyx	gyy	gyz	magx	magy	magz	hgax	hgay	hgaz	time_seconds	time_minutes	rolling_variance1	rolling_variance2
1014871	996.4	10.68	1003.5	10.53	2.2051	0.0383	9.4547	34.3	249.8	-229.0	-170.1	-220.5	-248.1	3.83	9.58	15.32	1013.38	16.889666666666667	61.93820816339582	31.89995510202666
1014891	997.2	10.68	993.0	10.53	1.6664	1.4724	8.4862	108.3	249.8	-245.9	-136.5	-258.9	-258.3	2.87	5.75	6.22	1013.4	16.89	62.045975510336184	32.762040816311554
1014911	1000.7	10.68	993.2	10.53	1.1396	2.6959	7.5573	185.6	249.8	-224.0	-107.7	-302.1	-274.5	4.31	7.18	2.39	1013.4200000000001	16.890333333333334	62.70989795931904	33.62120816324953
1014931	1013.6	10.68	989.6	10.53	0.5483	4.8063	6.7289	249.8	249.8	-167.7	-52.5	-342.9	-293.1	18.2	-34.48	43.1	1013.44	16.890666666666668	69.76677959198035	33.75304489794297
1014951	945.1	10.68	979.9	10.53	26.9802	8.1893	30.9115	190.6	249.8	10.2	5.1	-376.5	-299.7	0.48	2.87	15.32	1013.46	16.891000000000002	119.21487346950857	34.5890775510049
1014971	998.7	10.68	978.3	10.53	-2.3798	0.9792	2.1907	34.5	152.2	218.1	33.9	-393.3	-303.9	-0.48	9.1	25.38	1013.48	16.891333333333332	117.50333061236341	35.480199999985636
1014991	992.1	10.68	989.4	10.53	1.5227	1.4784	8.0397	69.6	178.6	203.2	45.9	-393.3	-300.9	-0.48	7.66	28.25	1013.5	16.891666666666666	115.66164897970565	34.94008571427158
1015011	991.2	10.68	988.5	10.53	-0.1425	1.8004	7.3622	79.1	174.4	206.0	74.7	-395.7	-302.7	3.35	7.66	27.77	1013.52	16.892	113.30653061235321	34.09636326529242
1015031	990.7	10.68	987.8	10.53	-0.7721	2.2877	7.3143	81.1	174.8	217.0	93.9	-410.1	-303.3	-0.96	2.39	22.51	1013.5400000000001	16.892333333333333	110.41418775520427	32.895873469374614
1015051	987.4	10.68	988.4	10.53	-2.0901	2.8946	8.4192	76.6	177.1	233.1	113.1	-410.1	-302.1	-0.96	3.83	22.51	1013.5600000000001	16.892666666666667	106.67265306131844	30.85647346937531
1015071	989.3	10.68	985.7	10.53	-1.877	2.7497	6.7002	76.8	181.6	249.5	149.1	-414.9	-309.3	6.22	10.06	16.76	1013.58	16.893	100.81969387763667	29.04999591835576
1015091	990.1	10.68	985.2	10.53	-1.7142	2.4983	5.5426	76.2	185.4	249.7	141.9	-422.1	-306.9	-0.48	1.92	32.56	1013.6	16.893333333333334	94.40377142864895	27.324999999989256
1015111	990.0	10.68	985.7	10.53	-1.7849	2.9856	6.0154	66.2	188.0	249.8	170.7	-453.3	-300.9	0.96	9.58	29.21	1013.62	16.893666666666668	89.35795918374376	26.224097959173548
1015131	991.4	10.68	987.2	10.53	-2.5043	3.2525	7.0737	34.0	190.2	249.8	177.9	-455.7	-302.1	-3.83	-0.96	19.63	1013.64	16.894	84.9797591837377	25.28981224488827
1015151	993.1	10.68	989.7	10.53	-4.3598	3.8834	6.9228	-5.4	191.8	249.8	185.1	-465.3	-302.7	4.31	9.58	25.86	1013.66	16.894333333333332	82.21462857148873	24.80132653060276
1015171	991.7	10.68	990.2	10.53	-4.3275	4.142	6.8139	-46.5	195.7	249.8	209.1	-462.9	-303.3	6.7	9.58	21.55	1013.6800000000001	16.89466666666667	80.65314693883236	24.75828979590892
1015191	994.7	10.68	991.5	10.53	-2.5307	4.9213	7.4292	-130.6	199.7	249.8	201.9	-489.3	-301.5	-0.48	5.27	38.79	1013.7	16.895	79.89154693883097	25.349534693867845
1015211	994.3	10.68	991.0	10.53	-2.6432	5.2912	6.7576	-192.2	200.8	249.8	252.3	-477.3	-305.7	7.66	2.87	4.79	1013.72	16.895333333333333	79.74897959189182	26.047922448969373
1015231	994.8	10.68	990.6	10.53	-2.6408	5.1427	7.8554	-247.2	201.1	249.4	259.5	-455.7	-302.1	6.22	6.22	15.32	1013.74	16.895666666666667	79.91198367352497	26.604330612234158
1015251	994.2	10.68	989.3	10.53	-2.1572	4.9512	13.4674	-249.5	203.3	217.7	266.7	-436.5	-293.7	4.79	13.41	36.87	1013.76	16.896	80.12024897964845	26.717473469376436
1015271	992.1	10.68	990.3	10.53	-3.7314	4.6998	12.803	-249.8	200.7	164.2	297.9	-431.7	-294.9	-0.48	9.58	30.65	1013.78	16.896333333333335	80.1145673469964	26.83887755100836
1015291	991.6	10.68	990.8	10.53	-5.2972	4.1084	12.3373	-245.2	205.6	124.4	290.7	-393.3	-288.9	6.7	10.53	31.12	1013.8000000000001	16.89666666666667	80.03092244903833	26.975465306109612
1015311	992.5	10.68	990.7	10.53	-6.5792	3.9181	12.1027	-227.5	215.5	95.1	309.9	-393.3	-281.7	3.35	6.7	16.28	1013.82	16.897000000000002	79.98506530618263	26.78784081631285
1015331	991.7	10.68	989.4	10.53	-7.5597	3.043	10.149	-208.0	227.3	80.5	336.3	-376.5	-284.1	8.62	7.18	12.45	1013.84	16.897333333333332	79.80256734700046	26.550779591822387
1015351	998.2	10.68	994.2	10.53	-18.2833	-16.7067	18.6304	-174.2	238.8	106.2	362.7	-357.3	-266.1	5.75	11.01	17.24	1013.86	16.897666666666666	80.22285714292384	27.23071428569885
1015371	987.1	10.68	983.8	10.53	-8.4503	5.5509	9.074	-42.0	-138.4	221.5	369.9	-371.7	-268.5	5.27	23.94	25.86	1013.88	16.898	80.4289142857804	26.849261224474155
1015391	991.2	10.68	992.9	10.53	-7.6423	2.4337	9.7994	-34.9	16.7	207.8	367.5	-386.1	-270.3	-3.35	10.06	43.1	1013.9	16.898333333333333	80.2311224490469	26.90398367345271
1015411	990.3	10.68	990.0	10.53	-9.0357	2.4313	6.6331	-32.3	27.2	196.8	372.3	-400.5	-276.9	2.39	5.75	18.2	1013.9200000000001	16.898666666666667	79.90295918374203	26.306220408145798
1015431	991.4	10.68	984.5	10.53	-9.0309	2.8311	5.5354	-53.4	48.7	180.4	355.5	-412.5	-272.1	-5.75	7.18	21.55	1013.94	16.899	79.55193877558042	25.625322448961818
1015451	992.2	10.68	989.2	10.53	-7.1862	2.4708	5.381	-83.6	67.5	165.8	384.3	-429.3	-268.5	1.44	13.89	17.24	1013.96	16.899333333333335	79.01753469395014	24.90120816324682
1015471	992.2	10.68	989.2	10.52	-6.62	2.6635	5.4624	-92.2	78.1	146.0	360.3	-434.1	-269.7	-2.39	11.49	15.32	1013.98	16.89966666666667	78.45660816334026	24.119493877531824
1015491	991.4	10.68	989.0	10.52	-6.8115	2.4564	4.7513	-94.7	86.8	123.7	372.3	-446.1	-272.1	-0.48	11.01	35.43	1014.0	16.9	77.73307755109762	23.18310612242907
1015511	990.9	10.68	990.0	10.52	-6.8103	2.5965	4.7022	-108.3	95.5	105.0	369.9	-450.9	-266.7	-3.35	8.14	36.39	1014.02	16.900333333333332	77.0995918368138	21.978404081611895
1015531	991.2	10.68	987.5	10.52	-6.535	2.5714	3.7373	-123.7	103.1	87.4	391.5	-441.3	-266.1	-4.79	11.49	32.56	1014.0400000000001	16.90066666666667	76.33747346946905	20.79699591834601
1015551	989.5	10.68	987.0	10.52	-5.9939	2.4157	3.1603	-139.0	110.4	69.6	381.9	-441.3	-266.7	-4.79	2.87	28.73	1014.0600000000001	16.901	75.54809795926666	19.651020408141388
1015571	988.9	10.68	986.8	10.52	-5.8646	1.8818	2.8	-148.9	115.6	50.3	396.3	-443.7	-263.1	-1.92	22.98	29.69	1014.08	16.901333333333334	75.00684081641067	18.282448979569374
1015591	988.2	10.68	986.4	10.52	-5.7987	1.6245	2.3128	-159.7	120.2	27.6	393.9	-436.5	-256.5	-4.31	3.35	5.27	1014.1	16.901666666666667	75.27824081640972	18.33755510201855
1015611	988.7	10.68	985.5	10.52	-5.9268	1.4676	2.2434	-169.9	125.2	0.4	403.5	-429.3	-255.9	1.92	-0.48	19.63	1014.12	16.902	74.73879183681898	17.46509795916104
1015631	988.5	10.68	986.6	10.52	-6.3159	1.5909	2.1739	-170.4	129.6	-22.9	415.5	-412.5	-249.9	-2.39	5.75	17.72	1014.14	16.902333333333335	74.98277959192008	16.475771428548313
1015651	990.3	10.68	985.7	10.52	-7.2269	1.1935	2.8898	-164.6	137.2	-36.7	432.3	-395.7	-248.1	-3.35	16.76	29.21	1014.16	16.902666666666665	75.04713877559306	16.333310204058417
1015671	989.2	10.68	985.7	10.52	-7.8913	0.4549	3.1747	-152.6	146.9	-42.3	422.7	-383.7	-242.7	-1.92	10.53	34.0	1014.1800000000001	16.903000000000002	74.90379183681796	16.219689795895057
1015691	990.1	10.68	986.4	10.52	-8.4527	-0.2861	3.0777	-140.7	158.0	-41.1	427.5	-381.3	-237.9	-2.87	17.24	32.56	1014.2	16.903333333333332	74.71192244906352	15.871820408139737
1015711	990.3	10.68	986.3	10.52	-8.989	-0.6369	2.8024	-125.1	171.6	-33.2	434.7	-345.3	-237.3	-2.39	20.59	15.32	1014.22	16.903666666666666	74.46914693886026	15.823677550996834
1015731	990.0	10.68	985.4	10.52	-9.4224	-1.3479	2.3774	-113.2	187.8	-21.5	449.1	-330.9	-229.5	-0.48	14.84	16.76	1014.24	16.904	74.38066938783767	15.955106122425521
1015751	989.9	10.68	985.9	10.52	-9.815	-1.5431	2.0758	-101.0	204.7	-12.2	439.5	-340.5	-221.7	-3.83	9.1	6.22	1014.26	16.904333333333334	74.31714285722569	15.88673061222139
1015771	989.2	10.68	985.9	10.52	-10.0568	-1.8495	1.4293	-83.6	221.8	-6.4	451.5	-328.5	-219.9	-6.22	5.75	9.1	1014.28	16.904666666666667	74.4911183674288	15.90628979589488
1015791	989.2	10.68	985.4	10.52	-10.1993	-1.8603	0.5315	-67.7	241.9	-4.6	451.5	-318.9	-210.9	-5.27	9.1	9.58	1014.3000000000001	16.905	74.12279183681326	15.978877550997368
1015811	989.7	10.68	985.3	10.52	-10.3453	-1.652	-0.3519	-53.3	249.8	-2.3	434.7	-316.5	-197.1	-6.7	10.53	23.46	1014.32	16.905333333333335	69.51110612252047	16.10893469385464
1015831	989.4	10.68	985.4	10.52	-10.3226	-2.0494	-1.4425	-43.5	249.7	1.3	446.7	-326.1	-184.5	-1.44	16.76	31.12	1014.34	16.90566666666667	67.0017510204742	15.75118775507895
1015851	990.3	10.68	985.0	10.52	-10.884	-2.4445	-2.5498	-42.8	249.8	8.9	425.1	-311.7	-178.5	-1.92	7.66	7.18	1014.36	16.906	61.86575102046736	14.5841999999779
1015871	989.2	10.68	985.8	10.52	-10.0245	-2.5977	-3.2393	-73.9	249.8	38.7	417.9	-321.3	-170.1	-10.53	16.28	13.89	1014.38	16.906333333333333	61.32795510209708	9.708391836714124
1015891	989.8	10.68	985.7	10.52	-9.3613	-2.3427	-4.2904	-75.7	249.8	34.8	413.1	-333.3	-160.5	-1.92	10.06	4.31	1014.4	16.906666666666666	60.51969387760427	9.202159183653524
1015911	989.7	10.68	984.9	10.52	-8.418	-2.1117	-6.0058	-76.8	249.8	19.7	353.1	-352.5	-139.5	-9.1	17.24	13.41	1014.4200000000001	16.907	58.47234693882423	8.675363265286897
