time	pressure1	temp1	pressure2	temp2	accx	accy	accz	gyx	gyy	gyz	magx	magy	magz	hgax	hgay	hgaz	time_seconds	time_minutes	rolling_variance1	rolling_variance2
1275100	1028.6	11.13	1048.1	11.06	19.1667	-32.7131	-18.8136	-248.8	190.0	-161.6	-215.7	209.1	98.7	-33.52	2.39	-2.39	1239.1200000000001	20.652	28.24571836731105	50.376718367355544
1275120	991.4	11.13	997.0	11.06	1.1947	4.5909	-0.1688	-249.8	184.9	-81.9	-239.7	158.7	99.3	-7.18	-11.01	1.44	1239.14	20.652333333333335	28.26237142853549	50.414269387763824
1275140	992.1	11.13	1005.1	11.06	5.0146	6.5493	-10.325	-249.8	214.7	-128.4	-256.5	115.5	102.9	-7.18	-22.03	7.66	1239.16	20.65266666666667	28.261587755066056	51.03728979592524
1275160	1000.7	11.13	1006.0	11.06	6.5685	6.505	-9.4295	-233.6	208.5	-162.7	-261.3	86.7	92.1	-3.35	-12.45	0.96	1239.18	20.653000000000002	29.61601632649539	51.84416734694353
1275180	999.6	11.13	1005.2	11.06	11.1977	6.0669	-10.0736	-172.5	192.1	-163.3	-292.5	60.3	94.5	0.96	-16.76	0.0	1239.2	20.653333333333332	30.56966938772055	52.43750612245207
1275200	996.0	11.13	1004.1	11.06	23.4871	4.2533	-13.6361	-157.0	142.6	-219.7	-299.7	31.5	86.1	-5.27	12.93	11.01	1239.22	20.653666666666666	30.756085714251515	52.79273877551187
1275220	994.8	11.13	1004.9	11.06	4.1994	3.4979	-4.4628	-67.1	124.3	-28.4	-318.9	2.7	80.7	-6.7	-10.53	10.06	1239.24	20.654	30.82077142853745	53.24419999999975
1275240	993.8	11.13	1002.9	11.06	8.5509	3.4381	-5.2241	-54.1	94.1	-24.3	-314.1	-9.3	80.1	-6.7	-9.1	6.7	1239.26	20.654333333333334	30.831363265272266	53.37679999999854
1275260	996.0	11.13	1003.3	11.06	9.0584	3.0993	-4.7202	-40.0	73.4	-8.0	-314.1	2.7	69.9	-5.27	-16.28	8.14	1239.28	20.654666666666667	30.980689795884885	53.548571428568664
1275280	997.5	11.13	1003.4	11.06	9.5109	3.1855	-4.4951	-31.2	50.4	1.1	-323.7	-4.5	69.9	3.83	1.92	17.24	1239.3	20.654999999999998	31.369489795885354	53.69494285713866
1275300	997.0	11.13	1002.5	11.06	9.7528	3.1759	-3.3507	-30.2	26.0	5.3	-323.7	-9.3	74.7	0.48	-6.22	15.8	1239.32	20.65533333333333	31.655922448946995	53.764689795913206
1275320	995.9	11.13	1004.3	11.06	8.8825	2.7976	-3.0047	-40.3	2.6	4.4	-323.7	-2.1	71.1	-8.62	-14.37	11.97	1239.34	20.655666666666665	31.784934693845265	54.02406530611567
1275340	994.4	11.13	1003.6	11.06	9.1662	2.709	-2.8934	-47.9	-19.0	3.9	-330.9	-6.9	72.3	-3.83	-12.45	7.18	1239.3600000000001	20.656000000000002	31.806224489763768	54.17707755101229
1275360	994.5	11.13	1003.6	11.06	8.813	2.3152	-3.2705	-54.0	-39.3	12.9	-314.1	2.7	73.5	4.31	-8.14	6.7	1239.38	20.656333333333336	31.804853061192546	54.28679183672511
1275380	994.0	11.13	1002.9	11.06	8.7496	1.7885	-3.2178	-60.5	-59.6	15.4	-304.5	-11.7	72.9	-5.27	-11.49	9.58	1239.4	20.65666666666667	31.813571428539536	54.29879183672383
1275400	995.4	11.13	1002.7	11.06	8.6706	1.6269	-3.3016	-63.4	-69.8	16.3	-309.3	-4.5	78.3	-3.35	-12.45	-2.39	1239.42	20.657	31.8232816326215	54.29724081631451
1275420	994.7	11.13	1002.2	11.06	8.5209	1.4473	-3.5949	-67.1	-89.5	19.3	-314.1	-6.9	82.5	-3.83	-9.1	12.45	1239.44	20.657333333333334	31.784183673438093	54.235383673456305
1275440	993.8	11.13	1002.2	11.06	8.2779	1.172	-4.0354	-64.9	-108.4	21.6	-306.9	-4.5	81.3	-11.01	-19.63	15.32	1239.46	20.657666666666668	31.733077550989268	54.181371428557334
1275460	992.9	11.13	1002.6	11.06	7.762	1.1779	-4.6052	-61.1	-126.5	21.3	-306.9	-11.7	79.5	-8.14	-17.24	6.22	1239.48	20.658	31.672342857111822	54.112146938760205
1275480	991.9	11.13	1001.4	11.06	8.5521	0.9685	-4.1372	-59.9	-144.1	21.0	-306.9	9.9	86.7	4.79	-14.37	10.53	1239.5	20.658333333333335	31.584097959152718	53.93071428569798
1275500	992.2	11.13	1001.6	11.06	7.5884	0.7877	-4.9787	-59.7	-162.2	22.9	-287.7	2.7	95.1	-11.01	-4.79	16.28	1239.52	20.658666666666665	31.534697959152773	53.75530204079899
1275520	991.2	11.13	1001.5	11.06	6.9503	0.8859	-5.2864	-56.0	-178.5	21.9	-270.9	-4.5	101.7	-13.41	-9.58	8.62	1239.54	20.659	31.492412244867086	53.54344489794078
1275540	991.3	11.13	1001.2	11.06	6.5781	0.8188	-5.5749	-52.9	-193.0	24.3	-275.7	-6.9	104.7	-6.7	-10.53	19.63	1239.56	20.659333333333333	31.46244897956099	53.39551020406244
1275560	991.5	11.13	1001.2	11.06	6.3482	0.8523	-5.8299	-52.3	-206.3	30.2	-251.7	-4.5	116.7	-12.93	-11.49	4.79	1239.58	20.659666666666666	31.403526530581445	53.18028163263295
1275580	991.2	11.13	1000.8	11.06	5.9831	0.9266	-6.3195	-51.4	-219.0	39.3	-230.1	0.3	115.5	-7.18	3.83	11.97	1239.6000000000001	20.660000000000004	31.349097959152914	52.936326530591266
1275600	991.9	11.13	999.9	11.06	5.5689	0.9409	-6.5481	-47.4	-230.0	50.9	-208.5	7.5	126.9	-13.41	-15.8	18.2	1239.6200000000001	20.660333333333334	31.317653061193763	52.78246530610099
